DENS,GR,SP,DEEP_RES,CAL,Lithology
2.4408,174.197,-50.625,13.6597,10.2588,Granitiod
2.669,190.541,4.887,4.674,12.871,Granitiod
2.349,145.192,1.952,3.25,10.1,Granitiod
2.6052,121.0545,62.5,768.2468,8.7628,Granitiod
2.234,,-7.805,2.443,10.095,Granitiod
2.577,85.1157,-77.5781,8.0909,9.4384,Granitiod
2.65,65.63,4.474,2.413,14.157,Granitiod
2.5839,154.9922,38.3929,221.2804,9.2695,Granitiod
2.332,124.915,-1.001,1.265,11.878,Granitiod
2.437,164.929,-0.849,4.674,11.4,Granitiod
2.562,196.129,45.1563,1309.2601,9.1006,Granitiod
2.58,136.859,2.834,6.449,12.299,Granitiod
3.691,143.888,-0.775,48.927,9.4,Granitiod
2.18,101.328,2.447,8.876,10.7,Granitiod
3.742,122.976,6.383,7.291,10.2,Granitiod
2.273,135.729,1.951,3.283,10.2,Granitiod
2.458,168.941,-1.827,1.536,11.092,Granitiod
2.589,175.082,3.583,2.666,14.816,Granitiod
2.322,134.29,-3.659,0.844,12.653,Granitiod
2.548,209.0533,158.4375,1180.0612,9.0765,Granitiod
2.564,160.5,0.989,2.138,12.898,Granitiod
2.3822,165.0063,-36.3281,10.3737,10.5,Granitiod
2.5738,138.4084,44.375,1750.5146,8.9317,Granitiod
2.386,207.053,-6.083,6.942,10.854,Granitiod
2.666,63.362,2.872,18.886,11.5,Granitiod
3.304,132.605,0.147,18.482,9.6,Granitiod
2.6172,186.3666,114.375,721.2088,8.8835,Granitiod
2.849,68.8181,-88.9844,106.8143,9.4867,Granitiod
3.811,120.239,5.119,13.188,9.7,Granitiod
2.697,51.218,2.447,10.162,10.6,Granitiod
2.5616,189.3611,77.5,254.6178,9.2816,Granitiod
2.5705,194.3563,70.625,1512.5809,8.6422,Granitiod
2.516,170.213,1.994,2.366,13.368,Granitiod
2.582,179.499,4.226,4.464,12.963,Granitiod
2.153,80.613,-3.048,0.435,14.191,Basin Fill
2.284,150.133,-0.909,1.699,12.578,Granitiod
3.55,80.147,4.255,7.136,11.0,Granitiod
2.512,161.7,3.663,1.637,12.932,Granitiod
,99.2,-1.49,0.435,14.045,Basin Fill
2.5073,185.0752,-80.7031,32.7087,8.7628,Granitiod
2.639,130.053,4.439,5.722,12.715,Granitiod
2.078,124.18,4.626,1.209,14.976,Granitiod
2.628,69.315,1.123,2.908,10.0,Granitiod
2.5887,202.3228,124.9219,538.4604,8.6422,Granitiod
2.095,154.901,-3.347,3.75,10.213,Granitiod
2.262,158.031,0.019,2.005,13.261,Granitiod
2.4579,155.615,-19.4444,13.4675,10.126,Granitiod
2.638,143.021,4.332,4.761,13.361,Granitiod
2.374,104.8,-0.749,2.41,8.2,Granitiod
3.655,154.506,-2.107,30.786,9.1,Granitiod
2.5221,201.7515,118.6719,83.4597,8.9438,Granitiod
3.724,160.159,-2.166,37.055,9.8,Granitiod
2.244,128.715,1.281,2.506,11.4,Granitiod
2.5777,167.6113,77.1094,1929.361,8.6663,Granitiod
2.244,105.223,2.357,0.875,14.28,Granitiod
2.104,61.326,-5.114,0.304,13.333,Basin Fill
2.5,172.606,1.444,1.521,14.551,Granitiod
2.685,57.6,1.979,2.736,12.1,Granitiod
1.997,234.759,1.634,2.498,11.2,Granitiod
2.4552,81.3174,52.3438,6.9752,3.3581,Granitiod
2.6408,90.5084,48.125,6.8196,3.3099,Granitiod
2.446,121.266,5.401,1.102,14.87,Granitiod
2.5982,268.0879,67.7679,1299.1261,8.9317,Granitiod
2.5964,217.9926,42.8906,840.1067,9.0282,Granitiod
2.615,175.888,83.2031,1066.1552,8.9438,Granitiod
3.802,151.589,2.409,101.065,10.1,Granitiod
2.326,107.022,2.442,1.265,12.082,Basin Fill
2.566,169.595,1.872,2.365,12.842,Granitiod
2.5568,316.5279,20.5469,893.6655,10.5965,Granitiod
2.5965,239.9175,104.4531,764.1624,8.7628,Granitiod
2.8065,70.3876,-70.8594,79.9072,9.1368,Granitiod
2.5976,162.0171,70.625,263.3838,9.1247,Granitiod
3.703,171.796,-4.407,48.233,9.5,Granitiod
2.64,129.787,4.759,5.264,13.027,Granitiod
2.309,166.56,3.93,1.746,12.971,Granitiod
3.668,159.363,-2.273,58.332,9.9,Granitiod
,113.597,4.813,1.102,14.896,Granitiod
2.322,134.057,1.952,3.116,10.0,Granitiod
2.5057,140.6959,104.8438,311.9902,8.8593,Granitiod
2.039,99.596,2.873,0.635,14.362,Granitiod
2.671,48.747,2.927,5.557,9.7,Granitiod
3.67,119.482,6.021,4.647,10.7,Granitiod
2.4572,215.8122,-35.9375,10.9894,10.0899,Granitiod
3.711,251.2,-2.166,46.253,9.9,Granitiod
2.4277,156.9571,-37.5,10.9791,10.4035,Granitiod
2.6042,199.0661,81.0938,397.0312,9.0403,Granitiod
2.4231,168.9444,-27.5,11.1555,11.055,Granitiod
2.4533,247.7081,10.0,185.3946,9.4867,Granitiod
,102.107,2.553,1.578,12.877,Basin Fill
2.5782,225.5014,10.7031,1397.8879,9.2816,Granitiod
2.6823,58.3422,-67.2917,103.296,8.98,Granitiod
2.4394,180.6763,-23.6111,12.6667,9.6556,Granitiod
2.258,120.624,5.294,1.032,14.963,Granitiod
2.19,92.0212,55.7813,57.7903,3.3823,Basin Fill
2.4631,180.0756,-13.125,11.7321,10.2346,Granitiod
2.4757,176.86,4.9219,202.3073,9.2816,Granitiod
2.1101,79.833,55.625,46.1399,3.3823,Basin Fill
2.56,168.103,2.193,2.218,14.0,Granitiod
2.353,105.657,3.298,7.506,10.8,Granitiod
2.6621,125.2227,25.3906,675.2352,8.9558,Granitiod
2.3939,91.4788,49.7656,9.9724,3.3581,Granitiod
2.1593,98.0714,75.8594,59.727,3.4547,Basin Fill
2.246,98.6433,51.4063,69.3383,3.4305,Basin Fill
,106.757,1.977,0.628,14.276,Granitiod
2.3968,85.0567,52.5,7.1378,3.3581,Granitiod
2.1521,72.3552,59.1406,126.2482,3.4305,Basin Fill
2.301,159.278,2.083,3.338,9.9,Granitiod
2.5467,152.1977,122.7679,512.4147,9.0041,Granitiod
2.465,170.479,3.672,1.932,14.338,Granitiod
2.2116,78.2639,53.125,34.0464,3.4305,Basin Fill
2.7303,80.4921,-71.25,150.5521,9.0162,Granitiod
2.6478,113.9474,39.2969,559.9998,9.0524,Granitiod
3.465,174.322,5.745,7.927,10.0,Granitiod
2.12,120.783,3.778,0.435,14.291,Granitiod
3.738,162.199,-2.224,50.252,9.0,Granitiod
3.606,158.588,-1.566,37.715,9.9,Granitiod
3.649,153.466,4.592,9.37,10.6,Granitiod
,78.986,-1.979,0.473,14.262,Basin Fill
2.366,170.995,3.511,1.254,14.271,Granitiod
2.6607,82.4302,52.5694,7.0063,3.334,Granitiod
2.366,148.609,1.504,2.239,12.568,Granitiod
2.422,163.298,4.044,1.242,14.09,Granitiod
3.529,159.422,-2.0,69.001,9.0,Granitiod
2.095,99.088,2.329,0.829,13.592,Granitiod
2.424,176.447,2.304,2.901,12.637,Granitiod
3.785,141.976,2.504,52.237,10.3,Granitiod
2.435,211.947,1.088,4.342,12.064,Granitiod
2.1439,48.3222,67.5,65.9738,3.4305,Basin Fill
3.511,177.427,5.537,6.968,10.1,Granitiod
2.691,150.276,1.765,3.422,10.9,Granitiod
2.126,96.458,0.24,0.884,13.282,Basin Fill
3.306,249.144,-2.059,66.901,9.9,Granitiod
2.6065,268.2899,46.25,480.0414,8.8593,Granitiod
3.032,211.302,4.392,17.105,9.9,Granitiod
2.2134,87.1401,66.875,58.0124,3.4305,Basin Fill
2.592,180.564,2.091,2.477,12.277,Granitiod
2.623,132.447,4.7,3.418,13.448,Granitiod
2.9718,89.7952,42.5,6.7103,3.2375,Granitiod
3.792,163.433,-2.299,46.365,10.2,Granitiod
2.6051,391.3419,16.1719,769.1422,9.5832,Granitiod
2.203,98.08,2.658,1.467,12.62,Basin Fill
2.59,163.7242,145.2344,1258.1687,8.7628,Granitiod
2.5178,189.9337,118.125,224.5616,8.9317,Granitiod
2.6113,196.8431,110.0,590.3245,8.8835,Granitiod
2.573,115.481,-0.568,3.731,9.9,Granitiod
2.507,175.812,0.588,2.023,14.271,Granitiod
2.12,143.434,3.237,1.35,13.711,Basin Fill
2.556,193.186,1.256,7.136,12.201,Granitiod
2.324,193.494,-1.158,2.57,10.88,Granitiod
2.8182,84.4291,48.75,6.5014,3.3099,Granitiod
,134.419,2.722,0.987,14.213,Basin Fill
,86.193,-1.952,0.459,14.114,Basin Fill
2.6142,91.7068,49.2969,7.8948,3.3581,Granitiod
2.8717,74.6695,-71.3889,97.7998,8.8352,Granitiod
3.78,158.92,-1.979,60.09,10.3,Granitiod
3.571,148.79,-2.754,40.831,8.8,Granitiod
2.527,196.3868,103.6719,1510.4709,8.7266,Granitiod
2.6987,204.1495,126.25,1938.8151,13.8056,Granitiod
2.3837,186.5262,-20.0,13.0615,10.5724,Granitiod
,87.376,-1.492,0.452,14.311,Basin Fill
2.266,146.059,5.294,1.353,14.896,Granitiod
2.9015,59.0565,-77.6389,398.9848,8.9076,Granitiod
2.6162,214.4254,109.2188,449.2567,8.8835,Granitiod
2.5825,280.9049,43.9844,1521.9558,9.5832,Granitiod
,94.642,-1.802,0.439,14.21,Basin Fill
2.72,89.527,3.74,4.269,12.4,Granitiod
2.7689,73.9271,-78.4722,203.0526,8.7628,Granitiod
2.5567,205.5484,111.9643,1381.8721,8.5939,Granitiod
3.81,166.041,2.086,41.53,10.1,Granitiod
3.499,143.009,5.113,11.415,10.3,Granitiod
2.5571,147.4305,123.9844,330.4611,9.0282,Granitiod
2.543,153.889,1.48,2.188,9.7,Granitiod
2.6005,166.841,71.6406,702.3723,8.8111,Granitiod
2.606,138.032,1.444,4.263,12.844,Granitiod
2.124,186.902,2.84,1.102,12.55,Granitiod
,105.435,4.419,1.084,14.963,Granitiod
2.419,212.66,2.083,2.023,12.862,Granitiod
2.3555,33.9941,59.375,108.5853,3.4547,Basin Fill
2.6032,205.8868,60.0781,474.5429,8.8835,Granitiod
2.5557,219.5929,103.125,287.915,8.7146,Granitiod
2.6534,90.622,48.3594,6.6509,3.322,Granitiod
2.6023,97.0446,41.25,7.5856,3.2858,Granitiod
2.258,102.666,1.84,0.729,14.344,Granitiod
2.244,128.513,1.367,2.453,11.4,Granitiod
3.714,137.872,-1.043,29.069,9.2,Granitiod
2.054,125.241,4.866,1.043,15.003,Granitiod
2.7701,92.5085,-77.5,141.2466,9.1489,Granitiod
2.8563,59.2274,-87.1875,71.5443,8.8835,Granitiod
,181.872,0.992,1.426,10.835,Granitiod
3.631,173.548,3.968,1.138,10.3,Granitiod
2.7653,80.0051,27.3611,6.6353,3.2616,Granitiod
2.502,169.086,4.225,3.44,12.799,Granitiod
2.4181,151.5342,-54.375,14.4159,10.114,Granitiod
2.487,166.489,0.47,2.303,13.393,Granitiod
2.418,111.915,0.627,1.301,12.391,Granitiod
2.3948,167.1743,-22.4306,12.5684,10.4518,Granitiod
2.659,135.35,-0.348,4.717,11.992,Granitiod
2.7478,74.2691,-72.5,96.0878,9.173,Granitiod
2.566,134.736,3.476,6.63,12.634,Granitiod
2.6018,183.6265,103.5156,1414.7579,9.3178,Granitiod
2.0536,55.0011,75.8594,120.9286,3.4547,Basin Fill
3.786,157.172,-2.059,56.454,10.1,Granitiod
2.1859,54.7444,61.0938,30.5755,3.4305,Basin Fill
3.808,157.769,-1.07,38.21,9.9,Granitiod
2.4717,166.1184,-22.8125,12.8362,10.5604,Granitiod
2.5647,279.6486,33.6719,943.3765,9.6194,Granitiod
2.7104,96.702,45.625,6.5322,3.2978,Granitiod
2.4575,168.4025,-24.5313,12.8552,10.4276,Granitiod
2.003,112.616,1.765,0.623,14.275,Granitiod
2.47,83.104,0.515,0.749,14.213,Basin Fill
2.367,216.306,3.881,1.904,12.496,Granitiod
2.05,123.794,-1.985,1.186,11.593,Granitiod
2.4252,156.7278,-22.0313,14.0331,10.8378,Granitiod
2.5886,83.0871,51.6406,7.044,3.322,Granitiod
3.842,196.581,4.574,18.697,9.8,Granitiod
2.4062,102.4103,43.125,6.1875,3.2616,Granitiod
2.12,121.116,2.889,3.206,9.9,Granitiod
2.592,247.4236,110.5357,540.4753,8.7266,Granitiod
4.1909,90.109,45.4688,6.4927,8.8593,Granitiod
2.306,137.419,2.193,3.821,10.2,Granitiod
2.566,169.836,0.915,2.259,14.271,Granitiod
3.819,147.809,1.276,36.437,10.2,Granitiod
2.618,155.3346,33.6719,513.3416,8.9317,Granitiod
3.8364,106.2639,42.9167,6.2564,8.8352,Granitiod
2.5568,89.7946,48.75,11.3987,3.2858,Granitiod
2.5612,187.0228,109.9219,290.4295,8.7387,Granitiod
3.8446,88.7105,29.8438,6.8666,8.8593,Granitiod
2.7878,68.5318,-78.9063,76.7277,9.0282,Granitiod
2.1226,40.7016,67.2656,44.7889,3.4305,Basin Fill
2.611,177.0604,5.7031,1511.7736,8.8352,Granitiod
2.867,98.309,2.715,8.601,9.8,Granitiod
3.313,100.101,4.652,3.481,12.2,Granitiod
2.2509,53.4316,68.8281,15.4731,3.4547,Basin Fill
2.1953,89.1669,56.0938,122.3538,3.3823,Basin Fill
2.295,94.249,2.895,1.362,12.865,Basin Fill
2.6176,119.3131,62.1094,1023.5837,8.8111,Granitiod
3.8701,105.4936,29.3056,9.1215,8.8593,Granitiod
2.2348,67.2459,51.25,30.5033,3.4305,Basin Fill
2.1424,75.4947,59.375,93.1073,3.4064,Basin Fill
2.343,115.619,2.764,2.458,10.0,Granitiod
,131.095,-3.048,2.766,10.108,Granitiod
2.322,108.152,1.733,0.799,14.318,Granitiod
2.5884,227.1854,111.25,610.8312,8.8352,Granitiod
2.587,136.263,2.242,5.031,12.755,Granitiod
2.4024,170.2574,-48.5938,12.4549,10.1984,Granitiod
2.502,180.393,2.12,2.042,13.207,Granitiod
2.062,159.467,1.492,2.005,11.84,Granitiod
3.73,147.992,-1.15,112.523,9.7,Granitiod
2.5349,184.625,127.1094,1895.6151,11.9477,Granitiod
2.116,171.946,2.355,3.98,9.8,Granitiod
2.6138,71.8701,49.375,6.2011,3.3099,Granitiod
2.307,148.602,-1.918,5.829,10.628,Granitiod
2.407,115.426,1.872,2.691,14.842,Granitiod
2.6006,152.9969,78.125,411.2,9.5108,Granitiod
2.453,75.906,-2.488,1.699,14.144,Basin Fill
,117.765,5.508,1.277,14.989,Granitiod
2.6554,125.6798,76.4844,1166.5123,8.8593,Granitiod
2.612,167.598,1.303,2.813,12.4,Granitiod
2.8561,65.7637,-84.0625,124.8462,8.8835,Granitiod
2.725,116.7693,-98.75,27.3734,9.0524,Granitiod
3.524,125.073,5.364,24.927,9.8,Granitiod
2.4376,26.6872,63.125,25.3916,3.4788,Basin Fill
3.771,114.228,4.953,15.105,9.8,Granitiod
2.5601,157.3081,82.2656,1950.0,8.8111,Granitiod
2.371,174.8233,-3.9063,10.0638,13.3713,Granitiod
2.3932,155.1298,-24.1406,11.4698,10.5724,Granitiod
2.61,196.125,2.54,3.963,11.0,Granitiod
3.484,152.934,-1.185,43.936,9.9,Granitiod
,120.586,-1.016,4.185,9.872,Granitiod
2.316,149.535,-2.166,1.186,12.494,Granitiod
2.8732,53.1473,-65.625,66.7092,8.9076,Granitiod
2.482,105.208,2.846,2.946,10.3,Granitiod
3.663,221.242,5.933,8.18,10.1,Granitiod
2.121,64.477,-6.674,0.272,14.063,Basin Fill
2.243,166.557,2.081,2.539,10.3,Granitiod
3.721,184.345,5.851,8.909,10.0,Granitiod
3.666,131.384,2.512,20.426,9.2,Granitiod
2.4179,164.1782,-58.8281,13.6663,10.3432,Granitiod
2.442,166.1486,-50.0,14.0373,10.2588,Granitiod
2.65,185.785,4.064,3.609,12.888,Granitiod
2.6753,103.2955,48.75,7.3491,3.3099,Granitiod
2.342,182.979,-1.915,2.554,11.293,Granitiod
2.55,134.926,1.872,4.977,12.782,Granitiod
2.2395,82.6594,51.4844,38.0836,3.4064,Granitiod
2.7524,117.5712,152.4219,1783.5126,8.7387,Granitiod
2.116,162.654,1.282,3.009,9.9,Granitiod
2.4782,180.0767,-18.125,15.699,9.6073,Granitiod
3.87,161.602,-2.011,55.217,9.0,Granitiod
2.509,85.43,2.16,3.748,10.0,Granitiod
2.4773,247.1648,53.0469,1395.0038,11.1756,Granitiod
2.4545,163.693,-28.1944,8.2083,10.6689,Granitiod
2.8253,63.9373,-94.6875,322.9618,9.0041,Granitiod
2.1457,80.8892,53.75,59.171,3.4547,Basin Fill
2.7508,59.0855,37.2656,138.7605,9.3419,Granitiod
2.459,163.298,0.28,3.293,11.28,Granitiod
2.016,115.768,2.603,0.671,14.291,Granitiod
2.6985,86.9116,48.125,9.4623,3.334,Granitiod
3.698,141.411,-2.299,43.41,9.5,Granitiod
2.5033,85.5986,42.5781,7.4236,3.3823,Granitiod
2.5147,192.5033,99.1406,854.8734,8.5698,Granitiod
2.7498,83.4606,-76.9444,72.1468,8.6422,Granitiod
3.625,137.07,4.848,17.613,10.3,Granitiod
,86.988,-2.413,0.383,14.136,Basin Fill
2.6852,80.3775,-83.75,33.5842,9.4143,Granitiod
2.5871,166.671,45.4688,832.1589,9.5349,Granitiod
2.421,226.064,1.865,2.12,12.383,Granitiod
2.5753,198.213,50.2344,1795.3981,9.6314,Granitiod
2.233,169.403,0.481,3.588,11.7,Granitiod
3.726,175.418,5.508,6.351,11.5,Granitiod
2.5986,160.1862,158.9844,458.3353,8.8593,Granitiod
2.5753,239.6283,68.125,1776.0084,8.9317,Granitiod
2.4331,168.5448,-24.1406,13.1814,10.1622,Granitiod
2.4683,239.8007,9.375,297.6316,9.3781,Granitiod
2.4015,145.0855,-80.625,34.2527,9.0041,Granitiod
2.5793,262.6061,12.8125,1563.1145,9.6073,Granitiod
2.156,132.37,5.936,1.024,14.899,Granitiod
2.5951,174.5481,131.6406,1459.0416,8.8111,Granitiod
2.635,135.228,-0.633,5.618,11.965,Granitiod
2.007,154.784,1.87,2.344,10.933,Granitiod
2.583,174.2345,131.0156,192.9863,9.0765,Granitiod
2.403,104.092,3.191,8.526,10.7,Granitiod
2.5837,150.1672,33.5156,465.174,8.6784,Granitiod
3.767,189.98,5.319,20.876,10.0,Granitiod
2.322,74.362,-0.942,0.784,14.267,Basin Fill
2.222,181.653,-0.948,4.034,11.096,Granitiod
2.5079,199.0964,126.875,1923.9695,8.4733,Granitiod
2.491,128.319,2.075,6.505,11.93,Granitiod
3.814,156.58,-2.343,62.81,9.8,Granitiod
3.1233,91.5362,39.2969,6.58,3.2616,Granitiod
2.7218,90.3088,44.7222,6.2623,3.3099,Granitiod
,111.439,5.508,1.186,14.936,Granitiod
4.4444,84.943,45.0,6.5075,8.8352,Granitiod
,136.757,2.671,0.996,14.102,Basin Fill
2.4343,157.6689,-14.375,10.2,10.5724,Granitiod
,161.51,0.859,2.061,11.04,Granitiod
2.565,200.0687,112.5,1067.9626,8.5698,Granitiod
2.5624,190.3303,150.7031,1171.0979,8.8111,Granitiod
2.5808,256.7562,102.5,1950.0,8.7628,Granitiod
2.8705,73.3855,-11.9444,305.4893,8.8352,Granitiod
3.677,142.769,6.489,7.817,10.2,Granitiod
2.7367,89.1098,44.5313,6.6828,3.3099,Granitiod
,183.436,2.135,1.48,10.353,Granitiod
2.4011,159.4693,-53.9844,13.1651,10.2588,Granitiod
2.26,160.748,3.12,0.996,14.211,Granitiod
2.625,138.83,2.348,7.202,12.037,Granitiod
2.3815,170.2581,-38.3594,9.5455,11.055,Granitiod
2.4816,142.1729,-68.125,19.528,10.3553,Granitiod
2.2357,78.1207,37.5,6.1343,3.3099,Granitiod
2.606,79.327,2.267,1.35,14.271,Granitiod
2.634,133.139,1.444,3.612,13.552,Granitiod
2.227,104.891,2.144,0.969,14.121,Granitiod
2.4627,197.4008,-6.875,13.1294,10.1864,Granitiod
2.3879,149.9641,-36.5625,10.5302,10.6207,Granitiod
2.519,165.957,1.979,1.88,13.739,Granitiod
3.575,167.362,5.753,12.391,10.6,Granitiod
2.8055,68.7037,-174.375,78.9917,8.7628,Granitiod
,101.008,4.704,1.112,14.963,Granitiod
2.5969,208.688,126.5625,224.0927,8.7628,Granitiod
2.174,157.623,0.894,1.854,11.893,Granitiod
2.5,157.103,2.97,2.08,14.79,Granitiod
2.625,100.118,-3.153,3.504,9.4,Granitiod
2.5796,162.9876,69.375,621.9005,8.7869,Granitiod
3.737,136.273,6.01,9.934,10.4,Granitiod
2.493,171.126,-0.543,3.387,11.472,Granitiod
2.3754,29.7982,63.2813,215.0834,3.4547,Basin Fill
2.59,96.379,3.75,0.851,14.249,Granitiod
,87.828,-0.802,0.443,14.258,Basin Fill
3.525,156.353,-1.176,30.534,10.0,Granitiod
2.5933,268.4865,67.5,1500.8518,8.9076,Granitiod
2.5246,163.3314,107.9688,1675.3639,8.8835,Granitiod
2.621,127.04,2.406,5.196,12.503,Granitiod
2.405,176.512,1.922,1.607,12.494,Granitiod
2.5577,177.9144,81.875,550.1856,8.8835,Granitiod
2.477,134.578,4.866,1.337,14.764,Granitiod
2.8387,59.0844,-72.3438,158.6319,8.9558,Granitiod
3.792,148.606,-0.052,39.069,10.7,Granitiod
,105.978,2.283,0.606,14.318,Granitiod
2.475,111.284,3.543,0.735,14.249,Granitiod
2.5654,191.7044,103.9063,777.4915,8.9317,Granitiod
2.6059,279.7921,40.8929,491.8895,8.8352,Granitiod
2.5818,211.1714,111.0156,359.4274,8.618,Granitiod
2.2193,86.2553,50.0,33.1768,3.4305,Basin Fill
2.441,163.819,0.28,3.295,11.411,Granitiod
2.5888,172.4077,131.4844,237.285,8.5457,Granitiod
2.6465,103.0982,-75.0,86.5955,9.3901,Granitiod
2.308,206.798,-7.246,5.465,10.642,Granitiod
3.449,158.313,-1.711,36.955,9.9,Granitiod
2.5976,171.9225,9.5313,384.5355,9.2936,Granitiod
2.069,93.38,-3.476,5.337,10.8,Granitiod
2.253,107.184,1.797,0.673,14.344,Granitiod
3.725,176.022,5.126,17.434,9.8,Granitiod
2.33,145.899,4.439,2.594,14.87,Granitiod
2.246,142.107,-3.77,0.901,12.414,Granitiod
,97.369,1.461,0.635,13.997,Basin Fill
2.359,118.847,0.374,3.706,10.3,Granitiod
3.566,215.631,5.638,9.494,10.1,Granitiod
2.5746,305.4526,15.0,716.0163,9.6073,Granitiod
2.254,153.466,-2.243,1.265,12.494,Granitiod
2.3544,70.5283,46.7188,11.3787,3.4064,Basin Fill
2.647,113.616,0.144,3.256,10.7,Granitiod
2.547,180.388,1.684,2.691,13.314,Granitiod
,181.092,1.342,1.652,11.324,Granitiod
2.473,204.068,1.542,2.818,12.035,Granitiod
2.401,158.457,2.497,2.502,10.2,Granitiod
2.7662,74.0414,6.25,308.3118,8.9076,Granitiod
2.654,137.766,2.406,4.034,13.314,Granitiod
2.2765,81.5172,46.4063,34.3404,3.4064,Basin Fill
2.414,25.4884,65.0,99.9892,3.4547,Basin Fill
2.4241,175.8225,-21.25,12.5794,10.7896,Granitiod
2.6073,173.0373,105.5469,511.6608,8.9558,Granitiod
2.272,102.717,1.52,0.83,14.338,Granitiod
2.247,160.106,0.919,2.896,11.149,Granitiod
2.383,107.948,2.373,0.756,14.344,Granitiod
2.4153,32.1959,61.875,34.3011,3.4667,Basin Fill
2.439,137.374,1.295,1.914,12.118,Granitiod
3.816,158.825,-2.439,59.667,9.8,Granitiod
2.8287,64.8506,156.0714,357.8713,8.7869,Granitiod
2.341,140.001,1.952,3.263,10.0,Granitiod
2.461,166.489,0.319,3.147,11.665,Granitiod
2.4503,81.3458,51.9444,7.0774,3.3581,Granitiod
3.314,152.869,2.62,8.15,11.9,Granitiod
2.076,107.893,2.889,0.777,14.449,Granitiod
2.4134,81.7742,49.6875,7.4113,3.3823,Granitiod
2.5576,292.7793,46.9531,1386.4548,9.2936,Granitiod
2.627,148.2296,123.75,178.936,9.2212,Granitiod
2.7428,102.4389,48.5417,7.2063,3.2858,Granitiod
2.4675,80.547,52.1094,6.3744,3.3581,Granitiod
2.314,170.555,2.193,0.665,14.316,Granitiod
3.824,155.264,0.613,36.163,10.3,Granitiod
2.2772,99.2132,51.875,54.06,3.3943,Basin Fill
,112.786,1.658,2.691,14.782,Granitiod
2.243,112.855,3.348,1.668,11.624,Basin Fill
3.772,152.404,-0.043,33.705,10.3,Granitiod
2.358,135.621,-0.107,1.387,12.755,Granitiod
2.496,190.721,3.401,1.932,12.888,Granitiod
2.5811,177.6896,108.75,354.7512,8.6422,Granitiod
2.471,170.9429,-26.4063,10.9834,11.1032,Granitiod
2.435,141.183,4.133,1.277,14.345,Granitiod
2.5789,172.8599,167.6563,642.5325,9.1489,Granitiod
2.8922,58.8849,-96.1806,129.4539,8.7146,Granitiod
2.2337,81.4314,47.4306,56.7066,3.4305,Basin Fill
2.146,137.615,5.003,1.014,14.916,Granitiod
2.487,157.85,4.947,1.117,13.669,Granitiod
2.406,162.3217,-20.625,12.9116,10.9102,Granitiod
2.35,107.339,1.277,2.892,10.1,Granitiod
2.5709,276.8791,27.4219,1537.6919,9.4625,Granitiod
2.6077,171.6376,41.9531,908.5253,9.5832,Granitiod
2.4174,170.799,-14.4531,10.0727,10.4035,Granitiod
2.8098,68.0194,8.125,328.0804,9.0041,Granitiod
2.4501,143.0291,-62.9861,12.3395,9.7279,Granitiod
2.8312,80.2351,-71.7969,127.6973,8.8473,Granitiod
2.063,89.13,-3.01,0.376,14.063,Basin Fill
2.503,140.703,1.678,2.158,12.578,Granitiod
2.5,220.3911,47.2656,114.2893,9.0765,Granitiod
2.598,170.3511,140.0,276.9596,8.8593,Granitiod
2.4342,182.4733,-18.75,13.4718,10.3794,Granitiod
,81.25,-1.337,0.518,14.205,Basin Fill
2.416,91.651,-0.131,0.843,14.027,Basin Fill
2.508,174.931,1.123,1.968,14.607,Granitiod
2.435,128.747,1.765,3.204,13.021,Granitiod
2.7889,82.7183,-71.25,99.928,8.9558,Granitiod
2.525,170.5144,-25.8594,14.1705,9.4143,Granitiod
2.5969,189.7333,67.5,1006.0403,8.9076,Granitiod
2.4874,87.9961,52.2656,7.1457,3.334,Granitiod
2.484,165.957,0.319,3.295,11.612,Granitiod
2.3957,146.0811,-10.0,9.0738,10.4759,Granitiod
2.8648,63.338,2.4219,155.1771,9.173,Granitiod
2.191,104.198,2.053,0.709,14.344,Granitiod
2.603,176.215,3.366,2.644,13.154,Granitiod
2.138,102.717,1.108,0.606,14.147,Granitiod
2.019,120.423,2.427,0.917,13.712,Basin Fill
2.374,151.91,-0.053,1.564,12.9,Granitiod
2.6007,184.2229,151.875,142.3936,8.8352,Granitiod
2.355,160.468,-2.66,2.619,11.106,Granitiod
3.485,109.2,4.489,4.991,9.6,Granitiod
2.017,215.759,2.54,1.982,10.3,Granitiod
3.74,70.167,2.933,21.856,10.9,Granitiod
2.8887,86.5125,48.75,7.116,3.3099,Granitiod
2.364,166.489,-2.411,2.39,11.264,Granitiod
2.5958,165.2419,80.2344,223.9593,8.7387,Granitiod
2.263,165.426,-1.955,2.28,11.584,Granitiod
2.359,165.883,-2.66,2.617,11.13,Granitiod
2.6304,124.5083,62.3214,613.135,8.7146,Granitiod
2.05,140.643,4.545,2.118,14.91,Granitiod
2.529,210.032,3.975,1.053,13.956,Granitiod
2.3963,188.5543,-46.25,15.9056,10.0899,Granitiod
2.5634,215.4243,107.4219,1322.5593,8.618,Granitiod
3.671,125.379,4.085,6.892,10.8,Granitiod
2.393,225.955,2.447,2.178,12.355,Granitiod
